ID,price,countofbedrooms,countofbathrooms,size,minimumtosubway,buildingage,haswasher,haselevator,hasdishwasher,hasgym
584,7290,3.0,2,1164,2,0,0,0,0,0
585,3800,1.0,1,900,2,52,1,1,1,1
586,3410,1.0,1,850,3,66,1,1,1,1
587,2900,0.0,1,525,3,11,1,1,1,0
588,9250,2.0,2,1653,11,8,0,1,0,0
589,13000,3.0,3,1973,5,2,0,0,0,0
590,10000,2.0,3,1840,1,54,0,0,0,0
591,4500,2.0,2,927,12,27,0,1,0,1
592,3000,1.0,1,600,5,30,0,1,0,1
593,2400,1.0,1,600,3,96,0,0,0,0
594,3000,1.0,1,615,12,8,0,0,0,0
595,6861,2.0,2,1231,2,16,0,0,0,0
596,6917,2.0,1,812,12,4,0,0,0,0
597,3800,1.0,1,850,4,85,0,0,0,0
598,3800,1.0,1,800,5,104,1,1,1,0
599,9250,2.0,2,1266,1,89,0,0,0,0
600,9995,2.0,2,1554,3,89,1,1,1,1
601,5995,2.0,1,1200,4,90,1,0,1,0
602,4280,1.0,1,875,43,10,1,1,1,0
603,4000,2.0,1,774,10,27,0,0,0,0
604,4275,1.0,1,735,4,47,1,1,0,1
605,3700,0.0,1,615,2,38,1,0,1,0
606,2395,0.0,1,550,8,32,0,1,0,1
607,9995,3.0,3,2100,6,33,0,0,0,0
608,6000,2.0,2,968,3,31,1,1,0,1
609,2050,1.0,1,450,6,106,0,0,0,0
610,3000,0.0,1,450,2,87,0,0,1,0
611,4565,1.0,1,642,7,5,0,0,0,0
612,3800,1.0,1,840,4,55,0,0,0,0
613,2900,2.0,2,1240,2,8,1,1,1,1
614,13500,2.0,2,2011,9,15,0,1,0,1
615,1999,0.0,1,500,2,51,0,1,1,1
616,3100,1.0,1,849,7,12,1,1,0,0
617,9750,2.0,1,1300,2,116,0,0,0,0
618,2500,0.0,1,470,3,59,0,0,0,0
619,11500,3.0,2,1700,2,9,0,0,0,0
620,3900,4.0,2,1100,4,106,0,0,0,0
621,5400,3.0,1,1800,4,30,0,1,0,1
622,2425,0.0,1,518,7,116,0,0,0,0
623,5940,1.0,1,709,3,6,0,0,0,0
624,10495,2.0,2,1549,4,115,0,0,0,0
625,3500,1.0,1,700,3,29,0,1,0,1
626,6055,2.0,2,962,12,4,0,0,0,0
627,11538,3.0,2,1540,1,89,0,0,0,0
628,5900,2.0,2,1450,4,39,0,0,0,0
629,4140,1.0,1,825,5,17,0,0,0,0
630,3876,1.0,1,529,1,29,0,1,1,1
631,2879,0.0,1,594,3,44,0,0,0,0
632,13000,2.0,2,1300,3,115,0,0,0,0
633,5995,2.0,2,1321,8,32,0,0,0,0
634,8250,3.0,2,1250,2,41,0,0,0,0
635,3595,1.0,1,773,4,18,0,0,0,0
636,6500,2.0,2,1100,2,29,0,1,1,0
637,18500,2.0,2,1843,3,75,0,1,0,1
638,6350,2.0,2,1352,3,29,0,0,0,0
639,5250,2.0,2,1191,8,18,1,1,1,1
640,3300,1.0,1,649,43,43,0,0,0,0
641,3750,1.0,2,820,5,86,0,1,0,1
642,8000,2.0,2,1038,8,10,0,1,0,1
643,5200,3.0,2,1500,6,57,0,0,0,0
644,7795,1.0,1,800,2,11,1,1,1,1
645,3500,1.0,1,650,11,31,0,0,0,0
646,13000,3.0,3,1851,2,25,0,0,0,0
647,3642,1.0,1,610,8,41,0,0,0,0
648,3100,0.0,1,579,3,31,0,1,1,1
649,3900,1.0,1,801,2,84,0,0,0,0
650,3500,1.0,1,725,12,32,0,0,0,0
651,7000,3.0,1,1000,5,86,0,0,0,0
652,8095,3.0,3,1698,43,10,1,1,1,1
653,7500,2.0,2,1150,2,17,0,0,1,0
654,7995,2.0,2,1356,43,8,0,1,0,0
655,3200,0.0,1,521,3,54,0,1,1,1
656,9000,2.0,2,1192,2,86,0,1,0,0
657,3365,1.0,1,637,10,16,0,0,0,0
658,6465,2.0,2,1168,5,17,1,1,1,1
659,2900,0.0,1,550,3,27,1,1,1,1
660,6700,2.0,2,1200,4,42,1,0,0,0
661,3705,1.0,1,697,5,17,0,0,0,0
662,4216,1.0,1,744,7,6,0,0,0,0
663,3395,1.0,1,800,3,76,0,0,0,0
664,2735,0.0,1,428,3,15,0,0,0,0
665,2800,1.0,1,670,3,106,1,1,1,1
666,8100,3.0,2,1309,11,31,0,0,0,0
667,2650,0.0,1,549,2,29,0,1,0,0
668,2900,0.0,1,600,2,84,0,1,0,0
669,5555,2.0,2,874,2,0,0,0,0,0
670,15900,2.0,2,1591,2,56,1,1,0,0
671,3575,1.0,1,705,5,30,1,1,1,1
672,8750,3.0,2,1420,7,27,0,0,0,0
673,5275,2.0,2,911,6,37,1,0,1,0
674,15000,3.0,3,2300,2,15,0,0,0,0
675,7500,2.0,2,1265,3,10,0,1,0,0
676,1895,0.0,1,400,1,89,1,1,1,1
677,4750,2.0,1,977,6,106,0,0,0,0
678,4600,0.0,2,1062,4,43,0,1,1,1
679,3150,1.0,1,560,2,86,0,0,0,0
680,4050,1.0,1,762,3,29,0,1,0,1
681,7085,3.0,2,1439,7,39,0,0,0,0
682,3595,0.0,1,598,4,7,0,1,1,1
683,3900,1.0,1,884,10,27,0,1,1,0
684,3595,1.0,1,735,4,85,0,0,0,0
685,5250,2.0,1,1200,3,88,1,1,1,0
686,2495,1.0,1,550,2,116,0,1,0,0
687,12500,3.0,3,1760,1,9,0,1,0,1
688,3645,1.0,1,600,2,99,0,0,0,0
689,7350,2.0,2,1103,5,9,0,0,0,0
690,5110,1.0,1,745,2,0,0,0,0,0
691,2550,1.0,1,550,3,58,0,1,0,0
692,2900,1.0,1,550,1,51,0,0,0,0
693,4650,1.0,1,942,1,25,0,0,0,0
694,3800,3.0,1,1000,5,116,0,0,0,0
695,3530,0.0,1,530,4,16,0,0,0,0
696,2795,0.0,1,500,3,29,0,0,0,1
697,5800,2.0,1,950,3,116,0,0,0,1
698,3500,1.0,1,693,3,15,0,1,0,1
699,2215,1.0,1,710,5,7,0,0,0,0
700,3325,1.0,1,628,6,14,1,1,1,1
701,4250,1.0,1,809,7,33,0,0,0,0
702,8500,2.0,2,1400,5,9,0,1,0,0
703,2935,0.0,1,559,7,33,0,1,1,1
704,8995,2.0,2,1667,11,31,0,0,0,0
705,6594,2.0,2,1082,2,16,0,0,1,0
706,9850,2.0,2,1489,2,30,1,1,0,1
707,8200,2.0,2,1055,2,22,0,0,0,0
708,6776,2.0,2,808,3,16,1,1,1,1
709,5999,1.0,1,1000,6,33,0,0,0,0
710,2095,2.0,1,700,3,116,0,0,0,0
711,2595,0.0,1,400,43,14,0,0,0,0
712,3500,1.0,1,947,4,8,0,0,0,0
713,3300,0.0,1,500,3,103,0,1,0,0
714,6800,4.0,2,1700,5,64,0,1,0,1
715,16000,2.0,2,1800,2,116,0,1,0,0
716,3750,1.0,1,800,2,89,0,1,0,0
717,3195,1.0,1,720,2,103,0,0,0,0
718,4700,1.0,1,707,2,8,0,0,1,0
719,2805,0.0,1,472,4,47,0,0,0,0
720,4150,0.0,1,747,3,11,0,0,0,0
721,3515,1.0,1,750,1,116,0,0,0,0
722,5850,1.0,1,942,9,86,0,1,1,1
723,3850,1.0,1,770,6,59,1,1,1,0
724,6350,1.0,2,1014,3,8,0,1,0,1
725,4000,1.0,1,750,2,14,0,0,0,0
726,5250,3.0,3,1800,6,104,0,0,0,0
727,3645,1.0,1,674,4,28,0,0,0,0
728,3725,1.0,1,591,6,29,0,0,0,0
729,2695,2.0,1,805,7,9,1,1,1,0
730,2650,1.0,1,625,17,96,0,0,0,0
731,1995,2.0,1,1000,6,89,0,0,0,0
732,6500,2.0,2,1500,1,90,1,1,0,1
733,3700,1.0,1,700,10,13,0,1,0,0
734,4500,1.0,1,733,6,2,0,0,0,0
735,3350,0.0,1,644,1,88,0,1,1,1
736,5999,2.0,2,1248,4,9,1,1,1,0
737,2800,0.0,1,618,3,86,0,1,0,1
738,4350,1.0,1,715,2,17,0,0,0,0
739,2600,0.5,1,600,4,52,0,0,0,0
740,3800,0.0,1,600,1,53,0,1,1,1
741,2500,2.0,1,1000,5,106,0,0,0,0
742,2800,0.0,1,420,2,53,0,0,0,1
743,2850,0.0,1,500,5,57,0,0,0,0
744,6118,1.0,1,909,1,6,1,0,1,0
745,5995,2.0,2,1400,6,41,0,0,0,0
746,3850,1.0,1,780,6,28,0,0,0,0
747,5395,1.0,1,558,3,2,0,0,0,0
748,3750,3.0,1,1100,6,96,0,0,0,0
749,1443,1.0,1,550,4,101,0,0,0,0
750,2795,1.0,1,800,6,106,0,0,0,0
751,4500,4.0,2,1400,2,107,0,0,0,0
752,3600,2.0,2,1200,2,105,1,0,1,0
753,3750,0.0,1,636,1,52,0,0,0,0
754,3800,3.0,1,1100,3,96,0,0,0,0
755,12000,3.5,2,1600,1,105,1,1,0,0
756,5155,1.0,1,812,5,44,0,0,0,0
757,2500,2.0,1,1200,4,9,0,0,0,0
758,2250,0.0,1,500,5,54,0,0,0,0
759,3750,1.0,1,646,3,11,0,0,0,0
760,4995,1.0,1,725,4,24,0,0,0,0
761,4198,0.0,1,851,3,44,0,0,0,0
762,7500,1.0,1,1052,4,33,0,0,0,0
763,3000,3.0,1,1400,1,96,0,0,0,0
764,3093,0.0,1,461,12,4,0,0,0,0
765,11000,3.0,3,1815,5,2,0,0,0,0
766,4195,1.0,1,854,5,30,0,0,0,0
767,2700,0.0,1,452,3,29,0,1,1,1
768,2499,2.0,1,700,5,96,0,0,0,0
769,3865,1.0,1,910,5,1,0,0,0,0
770,5935,1.0,1,926,5,9,0,0,1,0
771,4950,1.0,2,981,9,8,1,1,0,1
772,4600,1.0,1,900,5,12,0,0,0,0
773,8500,3.0,2,1500,2,93,0,0,0,0
774,3350,2.0,1,600,7,106,0,0,0,0
775,3550,1.0,1,581,5,37,0,0,0,0
776,4600,1.0,1,717,6,2,0,0,0,0
777,4850,2.0,2,1010,2,90,0,0,0,0
778,3150,1.0,1,750,3,106,0,0,0,0
779,3400,1.0,1,700,1,15,0,1,0,1
780,2200,1.0,1,675,1,106,0,1,0,1
781,3300,1.0,1,694,0,87,1,1,1,0
782,7000,3.0,2,1394,10,53,1,1,1,0
783,3850,0.0,1,605,2,10,0,0,1,0
784,6500,1.0,1,1100,4,43,1,0,1,0
785,12000,3.0,3,1737,43,8,0,1,0,1
786,2975,0.0,1,402,5,13,0,1,1,0
787,3100,0.0,1,600,1,53,0,0,0,0
788,2990,0.0,1,395,12,8,0,0,0,0
789,6995,2.0,2,1172,11,31,0,0,0,0
790,3229,0.0,1,470,4,19,0,0,0,0
791,3250,1.0,1,700,8,33,0,1,0,0
792,3254,0.0,1,403,2,16,0,0,0,0
793,8950,2.0,2,1449,2,10,0,1,0,1
794,3495,1.0,1,800,9,36,0,1,0,1
795,4850,2.0,2,938,4,85,0,0,0,0
796,4995,1.0,1,947,5,2,0,0,0,0
797,2900,1.0,1,600,2,84,0,0,0,0
798,3184,1.0,1,696,2,48,0,0,0,0
799,3000,0.0,1,500,3,116,0,1,1,0
800,10400,3.0,2,1797,5,17,0,0,0,0
801,2100,0.0,1,450,13,60,0,0,1,0
802,3160,0.0,1,602,1,19,0,0,0,0
803,3308,0.0,1,470,4,19,0,0,0,0
804,3500,0.0,1,499,10,0,0,0,0,0
805,4846,2.0,1,805,9,86,1,1,0,0
806,2300,1.0,1,611,9,12,1,1,0,1
807,2750,0.0,1,493,10,16,0,0,0,0
808,2695,0.0,1,445,3,29,1,1,0,1
809,6995,2.0,2,1091,2,92,0,0,0,1
810,6000,2.0,2,1034,3,15,0,0,0,0
811,2620,0.5,1,466,4,85,0,0,0,0
812,4895,2.0,0,950,6,96,0,0,0,0
813,3250,1.0,1,900,2,91,0,0,0,0
814,3498,0.0,1,464,2,13,1,1,1,1
815,1990,1.0,1,475,10,106,0,0,0,0
816,2650,0.0,1,471,2,29,1,1,1,0
817,5795,2.0,2,1133,2,41,0,0,0,0
818,7500,2.0,2,1104,4,2,0,0,0,0
819,2600,1.0,1,650,6,106,0,0,0,0
820,6725,1.0,1,1021,5,37,0,1,1,1
821,3200,0.0,1,622,5,31,0,0,1,1
822,20000,3.0,3,2600,2,86,0,1,1,1
823,3640,1.0,1,664,1,19,0,0,0,0
824,4500,2.0,1,800,13,9,0,0,0,0
825,5600,2.0,2,1049,5,17,0,0,0,0
826,3900,2.0,1,1000,2,115,1,0,0,0
827,3285,1.0,1,586,2,99,1,1,1,0
828,2850,0.0,1,500,6,59,1,0,0,0
829,3950,1.0,1,714,4,19,0,0,0,0
830,2775,0.0,1,486,1,112,0,0,0,0
831,3840,1.0,1,709,8,16,0,0,0,0
832,2100,1.0,1,500,8,115,0,0,0,0
833,2295,0.0,1,250,2,118,0,0,0,0
834,3700,1.5,1,900,12,55,0,0,0,0
835,3550,1.0,1,900,2,89,0,0,0,0
836,8500,2.0,2,1275,2,86,0,0,0,0
837,5500,1.0,1,925,3,101,1,1,1,1
838,5345,2.0,2,1038,7,39,0,0,0,0
839,5150,1.0,1,679,3,11,0,0,0,0
840,3965,1.0,1,629,7,39,0,0,0,0
841,4400,2.0,1,950,7,42,0,0,0,0
842,5340,2.0,2,971,8,16,0,0,0,0
843,2100,0.0,1,400,5,101,0,0,0,0
844,7250,3.0,2,1339,2,32,0,0,0,0
845,2850,1.0,1,488,1,103,0,0,0,0
846,1987,1.0,1,850,2,88,0,0,0,0
847,3600,1.0,1,668,5,30,0,1,1,0
848,3300,1.5,1,650,13,9,0,0,1,0
849,3795,0.0,1,577,4,16,0,0,0,0
850,2400,2.0,1,1250,5,101,0,0,0,0
851,4410,1.0,1,802,2,89,0,0,0,0
852,9250,3.0,3,1800,4,106,0,0,0,0
853,3230,2.0,2,1000,5,7,0,0,0,0
854,3500,1.0,1,678,5,85,1,1,1,0
855,4000,1.0,1,672,15,43,0,1,0,0
856,3813,0.0,1,826,4,47,0,0,0,0
857,3750,1.0,1,679,3,86,1,1,0,1
858,4590,1.0,1,730,3,89,0,1,0,1
859,4056,2.0,1,920,7,29,0,0,0,0
860,7250,4.0,3,2000,4,96,0,0,0,0
861,3595,2.0,1,700,4,8,0,1,0,1
862,8500,2.0,1,1613,3,101,0,1,0,1
863,2950,1.0,1,587,3,36,0,0,0,0
864,3600,1.0,1,775,4,85,1,1,0,1
865,3730,1.0,1,740,2,9,0,0,0,0
866,3100,0.0,1,550,2,55,0,0,1,0
867,3495,2.0,1,750,3,126,0,0,0,0
868,3700,3.0,2,1250,3,96,0,1,0,0
869,3850,1.0,1,817,2,85,0,1,1,0
870,3600,2.0,1,700,2,86,1,0,0,0
871,2095,0.0,1,475,3,91,0,0,0,0
872,7650,2.0,2,1235,4,11,0,1,0,0
873,2790,0.0,1,421,5,17,0,1,1,1
874,3295,1.0,1,628,6,37,1,1,1,1
875,3000,3.0,2,620,11,106,0,0,0,0
876,8900,2.0,2,1100,4,33,0,0,0,0
877,2960,0.0,1,537,1,116,0,0,0,0
878,4400,1.0,1,692,2,29,1,1,1,1
879,2995,0.0,1,500,1,29,0,0,0,0
880,1950,1.0,1,596,5,57,0,0,0,0
881,3850,1.0,1,675,5,61,0,0,0,0
882,4000,3.0,1,1000,5,96,0,0,0,0
883,5819,2.0,1,1121,2,116,0,0,0,0
884,4100,1.0,1,944,8,69,0,1,0,0
885,4195,4.0,2,1300,4,91,0,1,0,1
886,4200,1.0,1,535,0,4,0,0,0,0
887,3825,1.0,1,764,7,39,0,0,1,0
888,5250,1.0,1,1158,1,180,0,1,0,0
889,3400,2.0,1,800,6,106,0,1,0,0
890,2723,0.0,1,457,4,47,0,0,0,0
891,3800,2.0,1,817,1,8,0,0,0,0
892,15000,2.0,2,2000,4,13,0,0,1,0
893,3800,1.0,1,700,13,9,0,1,1,0
894,3342,1.0,1,648,14,30,0,0,0,0
895,7880,3.0,2,1500,4,35,0,1,0,1
896,4965,1.0,1,812,5,44,0,0,0,0
897,16000,4.0,4,2110,8,29,0,0,0,0
898,1600,0.0,1,550,5,11,0,0,0,0
899,3187,2.0,1,650,2,29,0,0,0,0
900,2750,1.0,1,550,8,96,0,0,0,0
901,5958,2.0,2,1300,1,51,0,1,0,0
902,4100,2.0,2,940,2,12,0,1,0,1
903,3600,2.0,1,710,6,37,1,1,1,0
904,3700,1.0,1,600,5,37,0,0,0,0
905,2700,0.0,1,550,5,59,0,0,0,0
906,4000,3.0,1,700,5,96,0,0,0,0
907,3300,1.0,1,650,10,18,0,0,0,0
908,2350,1.0,1,771,5,58,0,0,0,0
909,3795,2.0,1,750,2,116,0,1,0,0
910,7500,3.0,2,1300,3,27,0,1,1,1
911,5771,2.0,2,1018,9,9,0,0,0,0
912,4600,1.0,1,960,5,9,1,1,0,0
913,3400,1.0,1,850,3,87,0,0,0,0
914,3715,1.0,1,591,6,113,0,0,0,0
915,2750,0.0,1,595,1,76,1,1,1,1
916,1600,1.0,1,450,3,116,0,0,0,0
917,6500,2.0,2,1188,2,29,0,1,0,1
918,1500,0.0,1,450,2,106,0,0,0,0
919,2795,1.0,1,700,9,42,1,1,0,0
920,3211,1.0,1,775,2,53,0,0,0,0
921,6900,2.0,2,1196,10,0,0,0,0,0
922,2450,2.0,1,870,3,101,0,0,0,0
923,4400,1.0,1,750,2,30,0,1,0,0
924,3895,1.0,1,650,8,16,0,0,0,0
925,5260,2.0,2,1139,3,30,0,0,0,0
926,7500,2.0,2,1214,3,88,0,0,1,0
927,5495,1.0,1,1000,2,86,0,0,0,0
928,2595,1.0,1,600,2,116,0,0,1,0
929,5500,1.0,1,1000,2,116,0,0,0,0
930,5000,1.0,1,550,2,89,0,0,1,0
931,4150,1.0,1,640,3,9,1,1,1,0
932,3100,1.0,1,575,2,86,0,0,0,0
933,3995,1.0,1,589,4,7,0,0,0,0
934,3875,1.0,1,653,4,18,1,1,1,1
935,7000,2.0,1,1350,3,108,0,0,0,0
936,3775,1.0,1,609,12,4,0,0,0,0
937,10500,3.0,2,3000,2,86,0,0,0,0
938,12000,3.0,2,1982,4,10,1,1,1,1
939,2750,0.0,1,546,4,52,0,0,0,0
940,6800,1.0,2,1233,3,52,1,1,0,1
941,3700,2.0,1,900,1,87,0,0,0,0
942,3167,0.0,1,675,4,47,0,0,0,0
943,3775,1.0,1,632,2,41,0,0,0,0
944,3495,2.0,1,631,3,102,0,1,0,0
945,2900,2.0,2,1200,3,86,0,0,0,0
946,3805,1.0,1,698,6,14,0,0,0,0
947,5950,1.0,1,988,5,9,0,0,0,0
948,8500,3.0,2,2000,4,56,0,0,0,0
949,6806,2.0,2,1082,2,16,0,1,1,1
950,3195,1.0,1,800,4,56,0,0,0,0
951,10600,3.0,3,1749,6,2,0,0,0,0
952,3300,0.0,1,500,3,86,0,0,0,0
953,2950,0.0,1,585,2,34,0,1,1,0
954,2995,1.0,1,670,8,28,0,1,1,1
955,5300,1.0,1,960,2,106,0,0,0,0
956,4400,2.0,2,927,12,32,0,0,0,0
957,3100,0.0,1,602,9,15,1,1,0,1
958,3990,1.0,2,1000,8,18,0,1,0,0
959,2499,0.0,1,367,2,112,0,1,0,0
960,4695,2.0,1,900,4,51,0,0,0,0
961,7100,2.0,2,1900,3,116,0,0,0,0
962,5600,2.0,2,850,1,31,0,0,0,0
963,2400,0.0,1,550,7,85,0,1,0,0
964,4195,1.0,1,885,6,60,0,0,0,0
965,5450,2.0,2,1070,13,9,1,1,0,1
966,3300,0.0,1,538,3,11,0,1,0,1
967,3405,1.0,1,591,6,14,0,0,0,0
968,12000,2.0,2,2027,1,156,0,1,1,1
969,5800,2.0,2,1200,8,32,1,1,1,1
970,7995,1.0,1,990,2,53,0,0,0,0
971,1700,0.0,1,350,9,96,1,0,1,0
972,3900,0.0,1,698,2,8,0,1,0,0
973,2595,1.0,1,800,3,93,0,0,0,0
974,3465,1.0,1,804,14,55,0,0,0,0
975,2550,2.5,1,1000,6,115,0,0,0,0
976,3500,1.0,1,600,2,28,0,1,0,1
977,6300,2.0,2,1207,2,9,0,0,0,0
978,4500,0.0,1,850,1,13,0,1,0,1
979,3395,0.0,1,474,4,11,0,1,0,0
980,14000,2.0,2,1814,3,101,0,0,0,0
981,6900,2.0,2,1800,10,41,1,1,1,0
982,3505,1.0,1,754,5,17,0,0,0,0
983,2975,0.0,1,587,3,52,0,0,1,0
984,2100,2.0,1,500,11,106,0,0,0,0
985,9000,2.0,2,1578,2,10,0,0,1,0
986,8500,2.0,2,1459,3,1,0,0,0,0
987,5995,1.0,2,970,2,124,0,0,0,0
988,3700,1.0,1,655,5,29,0,1,0,1
989,6000,1.0,1,945,5,84,1,1,0,0
990,16000,3.0,3,2195,5,2,0,0,0,0
991,2050,1.0,1,900,3,106,0,0,0,0
992,3150,1.0,1,575,2,86,0,0,0,0
993,5018,1.0,1,737,1,6,0,0,1,0
994,5900,1.0,1,811,6,5,0,0,0,0
995,3025,0.0,1,515,6,14,0,0,0,0
996,3600,3.0,1,1050,3,101,0,0,0,0
997,4585,1.0,1,900,3,52,0,0,0,0
998,3500,1.0,1,850,3,54,0,0,0,0
999,2500,0.0,1,400,2,90,0,0,0,0
1000,3500,1.0,1,710,6,37,1,0,0,0
1001,2950,1.0,1,700,5,6,1,0,1,0
1002,6200,2.0,2,1002,1,14,0,0,0,0
1003,7700,2.0,2,1546,10,27,0,1,0,1
1004,6000,2.0,2,1280,3,29,0,0,1,0
1005,2300,1.0,1,500,9,116,0,0,0,0
1006,5200,2.0,1,823,5,3,0,0,0,0
1007,10950,3.0,3,1749,6,2,0,0,0,0
1008,7243,2.0,2,1231,2,16,0,0,0,0
1009,3100,2.0,1,700,6,115,0,0,0,0
1010,2450,2.0,1,900,9,96,1,1,1,1
1011,3500,1.0,1,600,2,114,0,0,0,0
1012,5600,1.0,1,800,5,86,0,1,0,0
1013,3000,1.0,0,526,4,45,0,0,0,0
1014,2250,0.0,1,400,5,54,0,0,0,0
1015,3853,0.0,1,464,2,13,0,0,0,0
1016,5250,1.0,1,850,4,93,0,0,0,0
1017,2925,1.0,1,650,5,31,1,0,1,0
1018,3500,1.0,1,700,13,9,0,1,0,0
1019,3900,1.0,1,719,3,15,0,0,0,0
1020,2700,0.0,1,466,5,10,1,1,0,0
1021,2299,1.0,1,700,3,86,1,1,0,0
1022,3495,1.0,1,708,14,30,0,1,0,1
1023,5995,3.0,2,1417,4,6,0,0,0,0
1024,20000,2.0,2,2200,2,5,1,1,0,1
1025,5200,1.0,1,691,3,7,1,1,1,1
1026,6000,1.0,1,802,2,6,0,0,0,0
1027,1899,0.0,1,350,7,96,0,0,0,0
1028,3575,1.0,1,735,4,85,0,0,0,0
1029,2495,2.0,1,800,4,116,0,0,0,0
1030,6400,2.0,2,1024,10,0,0,0,0,0
1031,3395,1.0,1,700,12,27,0,1,0,1
1032,3500,0.0,1,550,2,1,0,0,0,0
1033,11600,2.0,3,1665,3,52,0,0,0,0
1034,7300,2.0,2,1167,1,3,0,0,0,0
1035,3325,1.0,1,607,3,15,0,0,0,0
1036,3995,1.0,1,602,6,2,0,0,0,0
1037,3000,1.0,1,650,11,50,1,1,1,1
1038,3050,0.0,1,484,6,33,0,0,0,0
1039,3392,1.0,1,769,2,47,0,0,0,0
1040,4865,1.0,1,697,2,13,0,0,0,0
1041,5890,1.0,1,752,3,6,0,0,0,0
1042,3555,1.0,1,600,2,99,0,1,0,1
1043,7800,4.0,2,1900,5,91,0,0,0,0
1044,3645,1.0,1,811,14,55,0,0,0,0
1045,10500,3.0,3,2100,6,33,0,0,0,0
1046,3200,0.0,1,462,2,28,1,1,1,1
1047,8350,3.0,3,1436,4,27,0,1,0,0
1048,2350,0.0,1,367,2,112,0,1,0,0
1049,8800,2.0,2,1612,9,15,1,1,1,0
1050,3543,0.0,1,523,1,29,0,0,0,0
1051,17500,3.0,3,3016,7,34,0,0,0,0
1052,4200,0.0,1,567,12,7,1,1,0,1
1053,3995,1.0,1,938,1,180,0,0,0,0
1054,8500,2.0,2,1807,1,88,0,1,0,1
1055,10500,2.0,2,1460,2,75,0,1,1,1
1056,4000,1.0,1,764,7,39,0,0,0,0
1057,2750,1.0,1,800,3,75,0,0,0,0
1058,10500,3.0,3,1500,4,20,0,0,0,0
1059,3750,1.0,1,817,5,13,0,1,1,0
1060,4950,3.0,1,850,6,86,0,0,0,0
1061,4968,2.0,2,948,14,30,0,0,0,0
1062,4000,1.0,1,874,7,12,0,1,1,1
1063,2100,0.0,1,350,7,116,0,0,0,0
1064,2495,0.0,1,400,1,37,0,0,0,0
1065,4100,3.0,1,1100,3,52,0,0,0,0
1066,6750,2.0,2,1589,9,15,0,0,1,0
1067,2600,0.0,1,441,7,60,1,0,0,0
1068,9850,3.0,3,2100,2,87,0,0,0,0
1069,4100,1.0,1,690,5,1,0,0,0,0
1070,5795,1.0,1,626,3,2,0,0,0,0
1071,7000,3.0,2,1500,9,30,0,1,0,0
1072,7600,2.0,2,1325,2,8,1,1,0,1
1073,11900,3.0,2,2305,1,102,1,0,0,0
1074,3181,0.0,1,581,3,44,0,0,0,0
1075,8000,2.0,2,1250,2,13,0,0,0,0
1076,20000,4.0,4,2160,1,9,1,1,0,0
1077,3650,0.0,1,520,2,17,0,0,0,0
1078,6000,4.0,2,1700,6,96,0,0,0,0
1079,4450,1.0,1,985,5,37,0,0,0,0
1080,2295,2.0,1,700,7,86,0,0,0,0
1081,4055,1.0,1,818,4,47,0,0,0,0
1082,3795,2.0,1,900,2,102,0,0,0,0
1083,3750,1.0,1,500,4,156,0,0,0,0
1084,4000,0.0,1,500,1,76,1,0,1,0
1085,3900,1.0,1,640,4,7,0,0,0,0
1086,6000,1.0,1,962,2,10,0,0,0,0
1087,2595,1.0,1,500,3,106,0,0,0,0
1088,12750,2.0,2,1736,3,101,0,0,0,0
1089,3350,0.0,1,585,2,85,0,0,0,0
1090,2650,0.0,1,500,2,13,0,0,0,0
1091,3000,0.0,1,525,3,9,0,1,0,1
1092,4500,1.0,1,700,7,34,0,0,0,0
1093,3500,1.0,1,650,2,29,0,1,0,1
1094,9995,4.0,3,1900,2,89,0,0,0,0
1095,12999,2.0,2,1990,13,9,0,0,1,0
1096,3100,1.0,1,654,4,42,0,0,0,0
1097,4200,4.0,2,1400,2,106,0,0,0,0
1098,14000,3.0,3,1959,10,17,0,1,1,0
1099,14000,2.0,2,1543,4,9,0,1,0,0
1100,2999,0.0,1,560,4,9,0,0,0,0
1101,19950,2.0,2,2750,5,11,0,1,0,1
1102,4850,1.0,1,706,4,9,0,0,0,0
1103,5800,1.0,1,811,6,5,0,0,0,0
1104,2195,1.0,1,500,6,106,1,1,1,1
1105,3060,0.0,1,515,6,14,0,1,0,0
1106,2125,1.0,1,475,2,115,0,0,0,0
1107,1750,0.0,1,600,10,106,0,0,0,0
1108,4200,0.0,1,625,2,106,0,0,0,0
1109,3600,3.0,1,800,1,96,0,1,0,1
1110,6900,2.0,2,1300,1,88,0,1,1,1
1111,6000,2.0,1,1100,8,35,0,0,0,0
1112,3195,1.0,1,700,3,41,0,0,0,0
1113,3690,1.0,1,802,7,33,0,0,0,0
1114,2775,0.0,1,342,2,89,0,1,1,0
1115,4395,1.0,1,692,4,19,0,0,0,0
1116,6815,2.0,2,1100,14,30,0,0,0,0
1117,2150,0.0,1,450,3,106,1,0,0,0
1118,3800,1.0,1,718,10,9,0,1,0,1
1119,3000,1.0,1,667,4,88,1,0,0,0
1120,3550,0.0,1,500,1,30,0,0,0,0
1121,6400,2.0,3,1226,3,15,0,0,0,0
1122,2370,1.0,1,600,5,106,0,0,0,0
1123,2550,0.0,1,409,5,66,0,0,0,0
1124,5500,1.0,1,765,2,38,0,0,0,0
1125,4695,1.0,1,754,3,11,0,1,0,1
1126,5200,1.0,1,800,2,10,0,0,0,0
1127,2900,0.0,1,530,2,52,0,0,0,0
1128,3100,1.0,1,550,2,106,0,1,1,1
